BENCHMARKING started: device = gpu, blocksize = 1024, raiseSizes = { 1 5 10 } trainIterations = 1000, maxIterations = 100000, playIterations = 30000
iterations, bucketCount, fileSize, initTime, trainTime, W, L, D, WinPercentageNoDraw, NORMALIZED PAYOFF, REMATCH W, REMATCH L, REMATCH D, REMATCH WinPercentageNoDraw, REMATCH NORMALIZED PAYOFF
50000,2356,1119420416,0,5240,0.385833,0.5948,0.0193667,0.393453, 2.78193,0.583567,0.387333,0.0291,0.601057, -2.7824
51000,2367,1124646912,0,4997,0.3773,0.601533,0.0211667,0.385459, 2.54863,0.581933,0.385333,0.0327333,0.601627, -2.6556
52000,2374,1127972864,0,5149,0.382733,0.596633,0.0206333,0.390797, 2.55117,0.584733,0.3848,0.0304667,0.603108, -2.70707
53000,2377,1129398272,0,6249,0.380767,0.599533,0.0197,0.388419, 2.4021,0.5856,0.383,0.0314,0.604584, -2.4572
54000,2380,1130823680,0,4463,0.375967,0.603933,0.0201,0.383679, 2.20133,0.586267,0.382267,0.0314667,0.605314, -2.63377
55000,2384,1132724224,0,5184,0.378,0.601333,0.0206667,0.385977, 2.45957,0.587867,0.380133,0.032,0.6073, -2.43277
56000,2396,1138425856,0,6210,0.382067,0.5989,0.0190333,0.38948, 2.38193,0.591967,0.3787,0.0293333,0.609856, -2.54517
57000,2401,1140801536,0,5044,0.380033,0.599733,0.0202333,0.387881, 2.5451,0.587633,0.380133,0.0322333,0.607206, -2.52557
58000,2407,1143652352,0,5079,0.380567,0.5988,0.0206333,0.388584, 2.29943,0.588767,0.378767,0.0324667,0.608523, -2.4516
59000,2413,1146503168,0,5176,0.381967,0.598267,0.0197667,0.389669, 2.62433,0.587233,0.382133,0.0306333,0.605791, -2.47993
60000,2422,1150779392,0,5089,0.379567,0.599233,0.0212,0.387788, 2.29437,0.5887,0.3796,0.0317,0.607973, -2.46867
61000,2429,1154105344,0,4609,0.376633,0.604267,0.0191,0.383967, 2.2643,0.588767,0.3818,0.0294333,0.606622, -2.46867
62000,2435,1156956160,0,4558,0.3805,0.599,0.0205,0.388463, 2.39193,0.5869,0.381267,0.0318333,0.606197, -2.47177
63000,2439,1158856704,0,4421,0.382233,0.595967,0.0218,0.390752, 2.5271,0.583633,0.383933,0.0324333,0.603197, -2.62813
64000,2443,1160757248,0,4362,0.386833,0.5938,0.0193667,0.394473, 2.687,0.5838,0.3869,0.0293,0.601422, -2.87857
65000,2447,1162657792,0,5066,0.382667,0.595867,0.0214667,0.391061, 2.49953,0.5882,0.3797,0.0321,0.607707, -2.484
66000,2453,1165508608,0,6342,0.383367,0.595367,0.0212667,0.391697, 2.71847,0.584133,0.383933,0.0319333,0.603402, -2.56403
67000,2457,1167409152,0,5083,0.385067,0.594533,0.0204,0.393086, 2.7425,0.587667,0.381567,0.0307667,0.606321, -2.4864
68000,2462,1169784832,0,6168,0.3817,0.598267,0.0200333,0.389503, 2.52583,0.590667,0.378533,0.0308,0.609437, -2.46183
69000,2468,1172635648,0,4531,0.3856,0.594533,0.0198667,0.393416, 2.63347,0.582967,0.387167,0.0298667,0.600914, -2.68403
70000,2469,1173110784,0,5163,0.379867,0.600633,0.0195,0.387421, 2.34183,0.5887,0.381167,0.0301333,0.606991, -2.48133
71000,2470,1173585920,0,5016,0.384967,0.595667,0.0193667,0.392569, 2.69877,0.585333,0.3844,0.0302667,0.603602, -2.6673
72000,2474,1175486464,0,5011,0.383967,0.597033,0.019,0.391403, 2.65403,0.585367,0.3838,0.0308333,0.60399, -2.67887
73000,2477,1176911872,0,6223,0.388533,0.591767,0.0197,0.396341, 2.74303,0.585133,0.384667,0.0302,0.603355, -2.74787
74000,2484,1180237824,0,5336,0.387367,0.592067,0.0205667,0.395501, 2.78863,0.5863,0.381833,0.0318667,0.605598, -2.88097
75000,2485,1180712960,0,4920,0.385133,0.5949,0.0199667,0.39298, 2.80847,0.581133,0.3875,0.0313667,0.599952, -2.83023
76000,2491,1183563776,0,5054,0.391167,0.5888,0.0200333,0.399163, 3.02713,0.5853,0.383367,0.0313333,0.604233, -2.77157
77000,2493,1184514048,0,5076,0.385333,0.594433,0.0202333,0.393291, 2.4727,0.5902,0.377667,0.0321333,0.609795, -2.3424
78000,2495,1185464320,0,5048,0.3829,0.597367,0.0197333,0.390608, 2.47307,0.59,0.379133,0.0308667,0.608791, -2.3495
79000,2499,1187364864,0,6273,0.379833,0.6001,0.0200667,0.387611, 2.4878,0.585133,0.3837,0.0311667,0.603957, -2.51193
80000,2500,1187840000,0,4509,0.3823,0.598167,0.0195333,0.389916, 2.5278,0.5883,0.381833,0.0298667,0.606412, -2.56623
81000,2503,1189265408,0,5158,0.386333,0.593767,0.0199,0.394177, 2.50223,0.589167,0.3802,0.0306333,0.607785, -2.49197
82000,2508,1191641088,0,4982,0.3761,0.6027,0.0212,0.384246, 2.3037,0.584267,0.383433,0.0323,0.603768, -2.63543
83000,2510,1192591360,0,6344,0.383833,0.594567,0.0216,0.392307, 2.55687,0.585267,0.383033,0.0317,0.604427, -2.6424
84000,2515,1194967040,0,6333,0.381733,0.598333,0.0199333,0.389497, 2.50543,0.591633,0.378033,0.0303333,0.610141, -2.41513
85000,2517,1195917312,0,6264,0.3886,0.5917,0.0197,0.396409, 2.8638,0.589067,0.380267,0.0306667,0.607703, -2.54497
86000,2518,1196392448,0,4510,0.3864,0.593033,0.0205667,0.394514, 2.70303,0.588467,0.381233,0.0303,0.606854, -2.7445
87000,2523,1198768128,0,5080,0.391767,0.587633,0.0206,0.400007, 2.91983,0.5874,0.381967,0.0306333,0.605963, -2.59063
88000,2526,1200193536,0,6288,0.381533,0.597067,0.0214,0.389877, 2.34303,0.584833,0.384067,0.0311,0.603605, -2.7098
89000,2531,1202569216,0,5170,0.3845,0.595,0.0205,0.392547, 2.67967,0.587533,0.380567,0.0319,0.606893, -2.56863
90000,2536,1204944896,0,5036,0.385933,0.593967,0.0201,0.39385, 2.66547,0.5837,0.3866,0.0297,0.601567, -2.8014
91000,2541,1207320576,0,5251,0.384067,0.594567,0.0213667,0.392452, 2.56083,0.583133,0.3852,0.0316667,0.602203, -2.601
92000,2546,1209696256,0,5039,0.388467,0.589933,0.0216,0.397043, 2.59,0.585833,0.3821,0.0320667,0.605241, -2.68653
93000,2553,1213022208,0,4986,0.3866,0.593367,0.0200333,0.394503, 2.73297,0.5855,0.383933,0.0305667,0.603961, -2.6234
94000,2554,1213497344,0,4976,0.386033,0.591533,0.0224333,0.394892, 2.6675,0.5858,0.382467,0.0317333,0.604999, -2.4786
95000,2558,1215397888,0,5088,0.384833,0.594833,0.0203333,0.392821, 2.68597,0.588567,0.380167,0.0312667,0.607563, -2.46753
96000,2564,1218248704,0,5416,0.386267,0.592933,0.0208,0.394472, 2.4504,0.591233,0.3771,0.0316667,0.610568, -2.3861
97000,2567,1219674112,0,4958,0.3883,0.590633,0.0210667,0.396656, 2.78967,0.5833,0.384467,0.0322333,0.602728, -2.70063
98000,2570,1221099520,0,5049,0.380933,0.5997,0.0193667,0.388456, 2.42003,0.590933,0.3789,0.0301667,0.609314, -2.4939
99000,2575,1223475200,0,4997,0.385033,0.595533,0.0194333,0.392664, 2.62027,0.585467,0.3847,0.0298333,0.60347, -2.72143
