BENCHMARKING started: device = gpu, blocksize = 1024, raiseSizes = { 1 5 10 25 } trainIterations = 1000, maxIterations = 100000, playIterations = 30000
iterations, bucketCount, fileSize, initTime, trainTime, W, L, D, WinPercentageNoDraw, NORMALIZED PAYOFF, REMATCH W, REMATCH L, REMATCH D, REMATCH WinPercentageNoDraw, REMATCH NORMALIZED PAYOFF
70000,2506,7204750000,0,17612,0.390533,0.589133,0.0203333,0.398639, 5.54097,0.584667,0.383767,0.0315667,0.603724, -5.37367
71000,2508,7210500000,0,16186,0.389267,0.590467,0.0202667,0.397319, 5.15387,0.580367,0.388933,0.0307,0.598748, -5.6087
72000,2516,7233500000,0,16522,0.383533,0.595133,0.0213333,0.391894, 5.3062,0.587567,0.380333,0.0321,0.607053, -5.23817
73000,2521,7247875000,0,15787,0.3909,0.587433,0.0216667,0.399557, 5.5824,0.583467,0.384633,0.0319,0.602693, -5.82557
74000,2523,7253625000,0,15768,0.390533,0.5905,0.0189667,0.398084, 5.6202,0.5845,0.385267,0.0302333,0.602722, -5.63657
75000,2529,7270875000,0,16408,0.387467,0.592633,0.0199,0.395334, 5.081,0.582733,0.385733,0.0315333,0.601707, -5.5868
76000,2535,7288125000,0,15850,0.3821,0.596533,0.0213667,0.390442, 5.1167,0.5823,0.385633,0.0320667,0.601591, -5.2629
77000,2539,7299625000,0,15768,0.387033,0.590867,0.0221,0.39578, 5.32763,0.584233,0.3834,0.0323667,0.603776, -5.2603
78000,2541,7305375000,0,16492,0.393233,0.587733,0.0190333,0.400863, 5.99103,0.585433,0.3838,0.0307667,0.604017, -5.4648
79000,2544,7314000000,0,16023,0.387833,0.592033,0.0201333,0.395802, 5.47417,0.582,0.387833,0.0301667,0.600103, -5.97503
80000,2547,7322625000,0,12407,0.388433,0.591067,0.0205,0.396563, 5.77107,0.584333,0.385133,0.0305333,0.602737, -5.6038
81000,2553,7339875000,0,16427,0.387133,0.5943,0.0185667,0.394457, 5.45897,0.586867,0.3838,0.0293333,0.604602, -5.1861
82000,2561,7362875000,0,13191,0.3895,0.5897,0.0208,0.397774, 5.7613,0.5828,0.3849,0.0323,0.602253, -5.62923
83000,2568,7383000000,0,12672,0.386033,0.5924,0.0215667,0.394542, 5.84603,0.580867,0.387067,0.0320667,0.60011, -5.82993
84000,2569,7385875000,0,15719,0.389667,0.589233,0.0211,0.398066, 5.86933,0.5815,0.387567,0.0309333,0.600062, -5.69217
85000,2570,7388750000,0,15633,0.388333,0.591233,0.0204333,0.396434, 5.41803,0.5876,0.380067,0.0323333,0.607234, -4.97257
86000,2572,7394500000,0,16166,0.3889,0.590233,0.0208667,0.397188, 5.6958,0.583033,0.3844,0.0325667,0.60266, -5.5899
87000,2579,7414625000,0,15333,0.390967,0.587033,0.022,0.399761, 5.7326,0.580233,0.386733,0.0330333,0.600055, -5.28577
88000,2582,7423250000,0,11733,0.3914,0.586033,0.0225667,0.400437, 5.6506,0.577867,0.387667,0.0344667,0.598495, -5.91257
89000,2586,7434750000,0,11641,0.390733,0.589667,0.0196,0.398545, 5.76413,0.584833,0.384867,0.0303,0.603108, -5.2816
90000,2587,7437625000,0,11650,0.389767,0.590733,0.0195,0.397518, 6.18443,0.585467,0.3842,0.0303333,0.603781, -5.39843
91000,2589,7443375000,0,12113,0.391167,0.588933,0.0199,0.399109, 5.71613,0.5808,0.3882,0.031,0.599381, -5.5315
92000,2591,7449125000,0,11967,0.392433,0.586567,0.021,0.400851, 6.08427,0.580967,0.388333,0.0307,0.599367, -5.73063
93000,2594,7457750000,0,15296,0.391067,0.588233,0.0207,0.399333, 5.7314,0.587667,0.381433,0.0309,0.606405, -4.9688
94000,2598,7469250000,0,15711,0.388733,0.5901,0.0211667,0.397139, 5.84183,0.5818,0.385467,0.0327333,0.601489, -5.76837
95000,2602,7480750000,0,16009,0.390333,0.589,0.0206667,0.39857, 5.7414,0.5798,0.3885,0.0317,0.598781, -5.97843
96000,2604,7486500000,0,15532,0.3898,0.589467,0.0207333,0.398053, 6.04587,0.582433,0.387167,0.0304,0.600694, -5.86437
97000,2606,7492250000,0,11742,0.3925,0.5874,0.0201,0.400551, 6.2521,0.5853,0.383833,0.0308667,0.603942, -5.52253
98000,2612,7509500000,0,13254,0.3935,0.5859,0.0206,0.401777, 6.16123,0.5823,0.386467,0.0312333,0.601074, -5.78277
99000,2614,7515250000,0,15585,0.3885,0.590267,0.0212333,0.396928, 5.86327,0.5805,0.388,0.0315,0.59938, -5.66403
