BENCHMARKING started: device = gpu, blocksize = 1024, raiseSizes = { 1 5 } trainIterations = 1000, maxIterations = 100000, playIterations = 30000
iterations, bucketCount, fileSize, initTime, trainTime, W, L, D, WinPercentageNoDraw, NORMALIZED PAYOFF, REMATCH W, REMATCH L, REMATCH D, REMATCH WinPercentageNoDraw, REMATCH NORMALIZED PAYOFF
33000,2198,102549888,0,1914,0.3564,0.623667,0.0199333,0.363649, 1.1182,0.6059,0.362767,0.0313333,0.625499, -1.2977
34000,2206,102923136,0,1942,0.358767,0.621967,0.0192667,0.365815, 1.1293,0.607467,0.362567,0.0299667,0.626233, -1.2474
35000,2214,103296384,0,1938,0.358033,0.623967,0.018,0.364596, 1.19897,0.6018,0.3697,0.0285,0.619454, -1.2897
36000,2228,103949568,0,1942,0.355,0.625067,0.0199333,0.36222, 1.0491,0.606667,0.362533,0.0308,0.625946, -1.19223
37000,2245,104742720,0,2022,0.3605,0.620633,0.0188667,0.367432, 1.1232,0.6092,0.360733,0.0300667,0.628084, -1.27823
38000,2253,105115968,0,1915,0.3614,0.618967,0.0196333,0.368638, 1.13857,0.605867,0.3641,0.0300333,0.624626, -1.22877
39000,2263,105582528,0,1909,0.367633,0.613733,0.0186333,0.374614, 1.26633,0.610067,0.3603,0.0296333,0.628697, -1.26603
40000,2269,105862464,0,1919,0.365233,0.6144,0.0203667,0.372827, 1.22127,0.603033,0.366633,0.0303333,0.621898, -1.3003
41000,2277,106235712,0,1933,0.359633,0.619933,0.0204333,0.367135, 1.16853,0.606833,0.362,0.0311667,0.626355, -1.29917
42000,2290,106842240,0,2078,0.367567,0.613567,0.0188667,0.374635, 1.30537,0.6015,0.3685,0.03,0.620103, -1.37743
43000,2298,107215488,0,1917,0.366267,0.614233,0.0195,0.373551, 1.3222,0.606233,0.3621,0.0316667,0.626059, -1.3453
44000,2307,107635392,0,1932,0.3629,0.6178,0.0193,0.370042, 1.26807,0.604267,0.3661,0.0296333,0.62272, -1.26543
45000,2317,108101952,0,1920,0.361767,0.618033,0.0202,0.369225, 1.1846,0.606267,0.363933,0.0298,0.624888, -1.3272
46000,2325,108475200,0,1936,0.367167,0.611033,0.0218,0.375349, 1.25037,0.603167,0.364267,0.0325667,0.623471, -1.30933
47000,2328,108615168,0,2009,0.364967,0.616467,0.0185667,0.371871, 1.256,0.602833,0.3687,0.0284667,0.620497, -1.34843
48000,2339,109128384,0,1929,0.363767,0.6174,0.0188333,0.370749, 1.24677,0.607067,0.363033,0.0299,0.625777, -1.2443
49000,2347,109501632,0,1930,0.3609,0.618767,0.0203333,0.368391, 1.13427,0.606333,0.363033,0.0306333,0.625494, -1.23343
50000,2356,109921536,0,1931,0.360467,0.618,0.0215333,0.3684, 1.20927,0.6016,0.3658,0.0326,0.621873, -1.38723
51000,2361,110154816,0,1928,0.362967,0.618067,0.0189667,0.369984, 1.26587,0.6029,0.367333,0.0297667,0.621397, -1.26367
52000,2369,110528064,0,2065,0.3671,0.612433,0.0204667,0.37477, 1.30663,0.606433,0.3628,0.0307667,0.625684, -1.32673
53000,2382,111134592,0,1928,0.366467,0.613167,0.0203667,0.374086, 1.34037,0.6025,0.366933,0.0305667,0.621497, -1.29493
54000,2388,111414528,0,1939,0.364767,0.6165,0.0187333,0.37173, 1.26287,0.6021,0.367867,0.0300333,0.620743, -1.3415
55000,2394,111694464,0,1936,0.367867,0.612867,0.0192667,0.375093, 1.2938,0.6033,0.365033,0.0316667,0.623029, -1.2795
56000,2402,112067712,0,1916,0.364767,0.613833,0.0214,0.372743, 1.24413,0.604033,0.3644,0.0315667,0.623722, -1.28733
57000,2410,112440960,0,2006,0.363167,0.615867,0.0209667,0.370944, 1.21177,0.603267,0.3662,0.0305333,0.622267, -1.33563
58000,2414,112627584,0,1921,0.366867,0.614433,0.0187,0.373858, 1.25637,0.6056,0.365333,0.0290667,0.62373, -1.26743
59000,2421,112954176,0,1908,0.3679,0.610567,0.0215333,0.375996, 1.27933,0.601433,0.365933,0.0326333,0.621722, -1.39387
60000,2424,113094144,0,1924,0.367367,0.6129,0.0197333,0.374762, 1.22457,0.609633,0.3607,0.0296667,0.628272, -1.1845
61000,2432,113467392,0,1909,0.364733,0.614,0.0212667,0.372659, 1.19413,0.607933,0.360533,0.0315333,0.627728, -1.21507
62000,2437,113700672,0,2063,0.3699,0.6104,0.0197,0.377333, 1.3202,0.6086,0.360767,0.0306333,0.627833, -1.21407
63000,2444,114027264,0,1954,0.365133,0.6151,0.0197667,0.372496, 1.2878,0.6028,0.366067,0.0311333,0.62217, -1.34333
64000,2447,114167232,0,1935,0.372233,0.6073,0.0204667,0.380011, 1.4054,0.5997,0.367933,0.0323667,0.61976, -1.43
65000,2452,114400512,0,1928,0.367367,0.612233,0.0204,0.375017, 1.33217,0.599133,0.369233,0.0316333,0.618705, -1.36123
66000,2455,114540480,0,1928,0.367133,0.6144,0.0184667,0.374041, 1.28707,0.610633,0.3605,0.0288667,0.628784, -1.1457
67000,2461,114820416,0,2068,0.3707,0.609733,0.0195667,0.378098, 1.38397,0.6038,0.3662,0.03,0.622474, -1.3199
68000,2468,115147008,0,1907,0.364533,0.615867,0.0196,0.371821, 1.20117,0.606233,0.363433,0.0303333,0.625198, -1.1836
69000,2471,115286976,0,1944,0.369767,0.609833,0.0204,0.377467, 1.30483,0.605333,0.3629,0.0317667,0.625194, -1.27543
70000,2473,115380288,0,1937,0.3685,0.611933,0.0195667,0.375854, 1.25447,0.603633,0.366233,0.0301333,0.622388, -1.26257
71000,2475,115473600,0,1941,0.3664,0.614367,0.0192333,0.373585, 1.29897,0.6069,0.363133,0.0299667,0.625649, -1.3136
72000,2483,115846848,0,2030,0.3647,0.615,0.0203,0.372257, 1.221,0.6143,0.354967,0.0307333,0.633778, -1.14087
73000,2490,116173440,0,1979,0.363467,0.6171,0.0194333,0.37067, 1.15933,0.601833,0.3677,0.0304667,0.620745, -1.3868
74000,2495,116406720,0,1940,0.3648,0.6143,0.0209,0.372587, 1.1529,0.604267,0.364367,0.0313667,0.623834, -1.25797
75000,2500,116640000,0,1920,0.3664,0.612867,0.0207333,0.374158, 1.26853,0.6138,0.3546,0.0316,0.633829, -1.14113
76000,2502,116733312,0,1904,0.3656,0.6142,0.0202,0.373137, 1.20213,0.597467,0.3714,0.0311333,0.616666, -1.37257
77000,2506,116919936,0,2105,0.3713,0.608633,0.0200667,0.378903, 1.34853,0.599733,0.369267,0.031,0.61892, -1.38127
78000,2510,117106560,0,1924,0.3698,0.610267,0.0199333,0.377321, 1.42613,0.598967,0.370733,0.0303,0.617682, -1.3502
79000,2520,117573120,0,1931,0.364233,0.617067,0.0187,0.371174, 1.1744,0.6043,0.365133,0.0305667,0.623354, -1.3768
80000,2528,117946368,0,1943,0.3611,0.6197,0.0192,0.368169, 1.21997,0.598233,0.370633,0.0311333,0.617457, -1.3686
81000,2530,118039680,0,1913,0.3668,0.612533,0.0206667,0.374541, 1.32713,0.604467,0.3639,0.0316333,0.624213, -1.3391
82000,2534,118226304,0,1983,0.366867,0.6124,0.0207333,0.374634, 1.3509,0.604433,0.3641,0.0314667,0.624071, -1.2545
83000,2536,118319616,0,1900,0.369867,0.608733,0.0214,0.377955, 1.4342,0.6008,0.3666,0.0326,0.621046, -1.36753
84000,2538,118412928,0,1919,0.367767,0.612967,0.0192667,0.374992, 1.22823,0.603133,0.3667,0.0301667,0.621894, -1.225
85000,2541,118552896,0,1940,0.3665,0.614133,0.0193667,0.373738, 1.29123,0.6022,0.367933,0.0298667,0.620739, -1.27233
86000,2542,118599552,0,1913,0.368367,0.611333,0.0203,0.375999, 1.29707,0.6025,0.365733,0.0317667,0.622267, -1.3343
87000,2546,118786176,0,2023,0.368167,0.612533,0.0193,0.375412, 1.23113,0.607367,0.3631,0.0295333,0.62585, -1.32807
88000,2551,119019456,0,1934,0.3684,0.611967,0.0196333,0.375778, 1.2777,0.6054,0.364033,0.0305667,0.624489, -1.29257
89000,2555,119206080,0,1945,0.3609,0.618833,0.0202667,0.368366, 1.1622,0.606633,0.363133,0.0302333,0.625546, -1.22607
90000,2562,119532672,0,1905,0.3654,0.615233,0.0193667,0.372616, 1.3465,0.608,0.3614,0.0306,0.627192, -1.1722
91000,2563,119579328,0,1946,0.365567,0.613267,0.0211667,0.373472, 1.325,0.606467,0.361233,0.0323,0.626709, -1.22577
92000,2565,119672640,0,2099,0.368533,0.610733,0.0207333,0.376336, 1.39633,0.6034,0.365967,0.0306333,0.622468, -1.3593
93000,2571,119952576,0,1908,0.366333,0.6133,0.0203667,0.373949, 1.32167,0.603767,0.365133,0.0311,0.623147, -1.3866
94000,2579,120325824,0,1938,0.369833,0.608767,0.0214,0.377921, 1.34083,0.599267,0.368267,0.0324667,0.619376, -1.34467
95000,2582,120465792,0,1924,0.368,0.612267,0.0197333,0.375408, 1.31713,0.6034,0.3652,0.0314,0.622961, -1.3959
96000,2587,120699072,0,1951,0.366667,0.613167,0.0201667,0.374213, 1.28447,0.6062,0.363367,0.0304333,0.625228, -1.30133
97000,2590,120839040,0,2077,0.369233,0.6102,0.0205667,0.376987, 1.29033,0.602433,0.366833,0.0307333,0.621535, -1.3569
98000,2592,120932352,0,1932,0.3664,0.613267,0.0203333,0.374005, 1.27473,0.606833,0.362433,0.0307333,0.626075, -1.2683
99000,2596,121118976,0,1925,0.367,0.612133,0.0208667,0.374821, 1.39277,0.5986,0.3696,0.0318,0.618261, -1.34353
